ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
quechuaancash,,356,qan,qxa,{},-8.5,-77.5,South America,,Quechua (Ancash),438,False,False
cholon,,136,cln,"cht, clh",{},-8.0,-77.5,South America,,Cholón,1066,False,False
huambisa,,197,hmb,hub,{},-4.0,-78.0,South America,,Huambisa,329,False,False
aguaruna,,197,agr,agr,{},-5.0,-78.0,South America,,Aguaruna,780,False,False
jivaro,,197,jiv,jiv,{},-2.5,-78.0,South America,,Jivaro,2095,False,False
quechuaimbabura,,356,qim,qvi,{},0.333333333333,-78.0,South America,,Quechua (Imbabura),2467,True,True
awapit,,106,awp,kwi,{},1.5,-78.25,South America,,Awa Pit,2476,False,True
quechuacajamarca,,356,qca,qvc,{},-7.0,-78.5,South America,,Quechua (Cajamarca),439,False,False
quechuaecuadorean,,356,qec,qug,{},-1.0,-79.0,South America,,Quechua (Ecuadorean),739,False,False
cayapa,,106,cay,cbi,{},0.666666666667,-79.0,South America,,Cayapa,2057,False,False
mochica,,132,mcc,,{},-7.5,-79.3333333333,South America,,Mochica,819,False,False
tsafiki,,106,tsf,cof,{},-1.0,-79.3333333333,South America,,Tsafiki,1851,False,False
esmeraldeno,,402,esm,,{},0.333333333333,-79.8333333333,South America,,Esmeraldeño,1069,False,False
