ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
indonesian,,519,ind,ind,{},0.0,106.0,Papunesia,,Indonesian,2545,True,True
lampung,,88,lmp,ljp,{},-5.0,105.0,Papunesia,,Lampung,2000,False,False
kayuagung,,88,kag,kge,{},-3.16666666667,104.916666667,Papunesia,,Kayu Agung,130,False,False
rejang,,84,rej,rej,{},-3.41666666667,102.5,Papunesia,,Rejang,586,False,False
enggano,,520,eno,eno,{},-5.41666666667,102.25,Papunesia,,Enggano,1795,False,False
minangkabau,,519,min,min,{},-1.0,101.0,Papunesia,,Minangkabau,2063,False,False
mentawai,,521,mnt,mwv,{},-1.5,99.0,Papunesia,,Mentawai,991,False,False
bataktoba,,521,bto,bbc,{},2.5,99.0,Papunesia,,Batak (Toba),2201,False,False
batakkaro,,521,bkr,btx,{},3.25,98.25,Papunesia,,Batak (Karo),2418,False,True
alas,,521,alx,btz,{},3.66666666667,97.8333333333,Papunesia,,Alas,9,False,False
nias,,521,nia,nia,{},1.0,97.75,Papunesia,,Nias,2081,False,False
gayo,,521,gay,gay,{},4.5,97.5,Papunesia,,Gayo,679,False,False
simeulue,,521,sim,smr,{},2.5,96.25,Papunesia,,Simeulue,1275,False,False
sikule,,521,skl,skh,{},2.66666666667,96.0,Papunesia,,Sikule,599,False,False
rapanui,,87,rap,rap,{},-27.1166666667,-109.366666667,Papunesia,,Rapanui,2485,True,True
marquesan,,87,mrq,"mqm, mrq",{},-8.91666666667,-140.083333333,Papunesia,,Marquesan,557,False,False
tuamotuan,,87,tua,pmt,{},-17.0,-144.0,Papunesia,,Tuamotuan,905,False,False
tahitian,,87,tah,tah,{},-17.6666666667,-149.583333333,Papunesia,,Tahitian,2211,False,False
hawaiian,,87,haw,haw,{},19.5833333333,-155.5,Papunesia,,Hawaiian,2350,False,False
niuean,,87,niu,niu,{},-19.05,-170.116666667,Papunesia,,Niuean,2118,False,False
samoan,,87,sam,smo,{},-13.9166666667,-171.833333333,Papunesia,,Samoan,2304,False,False
tokelauan,,87,tke,tkl,{},-9.0,-172.0,Papunesia,,Tokelauan,1374,False,False
tongan,,87,tng,ton,{},-21.1666666667,-175.166666667,Papunesia,,Tongan,2107,False,False
niuafoou,,87,nif,num,{},-15.5666666667,-175.616666667,Papunesia,,Niuafo'ou,422,False,False
wallisian,,87,wll,wls,{},-13.3,-176.2,Papunesia,,Wallisian,617,False,False
futunaeast,,87,fue,fud,{},-14.3333333333,-178.166666667,Papunesia,,Futuna (East),981,False,False
