ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
dakota,,391,dak,dak,{},45.0,-93.5,North America,,Dakota,870,False,False
caddo,,115,cad,cad,{},33.3333333333,-93.5,North America,,Caddo,1221,False,False
atakapa,,27,atk,aqp,{},30.0,-93.5,North America,,Atakapa,1824,False,False
osage,,391,osa,osa,{},37.0,-94.0,North America,,Osage,1565,False,False
nahuatlpajapan,,476,npa,nhp,{},18.25,-94.75,North America,,Nahuatl (Pajapan),410,False,False
zoquechimalapa,,252,zch,zoh,{},16.75,-94.75,North America,,Zoque (Chimalapa),1785,False,False
nahuatlmecayapanisthmus,,476,nmi,nhx,{},18.25,-94.8333333333,North America,,Nahuatl (Mecayapan Isthmus),889,False,False
chippewaredlakeandpillager,,17,cpw,ciw,{},48.0,-95.0,North America,,Chippewa (Red Lake and Pillager),45,False,False
sayultec,,252,say,pos,{},17.8333333333,-95.0,North America,,Sayultec,745,False,False
olutec,,252,olu,plo,{},17.95,-95.0,North America,,Olutec,825,False,False
cheyenne,,17,cyn,chy,{},47.0,-95.0,North America,,Cheyenne,920,False,False
zapotecisthmus,,332,zai,zai,{},16.416667,-95.0,North America,,Zapotec (Isthmus),2015,False,False
huavesanmateodelmar,,178,hve,huv,{},16.2166666667,-95.0,North America,,Huave (San Mateo del Mar),2283,False,False
zoquesoteapan,,252,zqs,poi,{},18.3333333333,-95.1666666667,North America,,Zoque (Soteapan),1435,False,False
mixecoatlan,,252,mco,mco,{},16.9166666667,-95.6666666667,North America,,Mixe (Coatlán),1557,False,False
chontalhighland,,413,cho,chd,{},16.25,-95.75,North America,,Chontal (Highland),1107,False,False
chontalhuamelultecoaxaca,,413,chx,clo,{},16.0,-95.75,North America,,Chontal (Huamelultec Oaxaca),1540,False,False
chinanteclealao,,335,cle,cle,{},17.3333333333,-95.9166666667,North America,,Chinantec (Lealao),2414,False,True
oto,,391,oto,iow,{},40.5,-96.0,North America,,Oto,578,False,False
mixetotontepec,,252,mtp,mto,{},17.25,-96.0,North America,,Mixe (Totontepec),1365,False,False
zapotecquiegolani,,332,zaq,zpi,{},16.1666666667,-96.0833333333,North America,,Zapotec (Quiegolani),852,False,False
mixetlahuitoltepec,,252,mth,mxp,{},17.0833333333,-96.1666666667,North America,,Mixe (Tlahuitoltepec),397,False,False
zapotecyatzachi,,332,zya,zav,{},17.2,-96.2,North America,,Zapotec (Yatzachi),1629,False,False
zapoteczoogocho,,332,zzo,zpq,{},17.25,-96.25,North America,,Zapotec (Zoogocho),495,False,False
zapotecmitla,,332,zap,zaw,{},16.8,-96.25,North America,,Zapotec (Mitla),1820,False,False
zapotecmixtepec,,332,zam,zpm,{},16.3333333333,-96.3333333333,North America,,Zapotec (Mixtepec),494,False,False
popolocasanjuanatzingo,,339,psj,poe,{},18.1666666667,-96.4166666667,North America,,Popoloca (San Juan Atzingo),1265,False,False
chinanteccomaltepec,,335,ccm,cco,{},17.5833333333,-96.4166666667,North America,,Chinantec (Comaltepec),2039,False,False
zapotecsanlucasquiavini,,332,zsq,zab,{},16.9,-96.4666666667,North America,,Zapotec (San Lucas Quiaviní),967,False,False
nahuatlpochutla,,476,nhp,,{},15.75,-96.5,North America,,Nahuatl (Pochutla),182,False,False
zapotecixtlan,,332,zpi,zpd,{},17.25,-96.5,North America,,Zapotec (Ixtlan),262,False,False
chinantecsanfelipeusila,,335,csf,cuc,{},17.9166666667,-96.5,North America,,Chinantec (San Felipe Usila),303,False,False
chinantectepetotutla,,335,cte,cnt,{},17.8333333333,-96.5,North America,,Chinantec (Tepetotutla),304,False,False
kitsai,,115,kit,kii,{},31.8333333333,-96.5,North America,,Kitsai,703,False,False
mixteccoatzospan,,334,mxz,miz,{},18.0833333333,-96.5833333333,North America,,Mixtec (Coatzospan),399,False,False
zapotecjuarez,,332,zaj,zaa,{},17.5,-96.5833333333,North America,,Zapotec (Juárez),493,False,False
chinantecsochiapan,,335,csc,cso,{},17.75,-96.6666666667,North America,,Chinantec (Sochiapan),44,False,False
chinantecquiotepec,,335,chq,chq,{},17.5833333333,-96.6666666667,North America,,Chinantec (Quiotepec),2073,False,False
chinantecpalantla,,335,cpl,cpa,{},18.8333333333,-96.75,North America,,Chinantec (Palantla),1890,False,False
tonkawa,,421,ton,tqw,{},30.25,-96.75,North America,,Tonkawa,2322,False,False
cuicatec,,334,ctc,"cut, cux",{},17.8333333333,-96.8333333333,North America,,Cuicatec,309,False,False
mazatechuautla,,339,mzh,mau,{},18.25,-96.8333333333,North America,,Mazatec (Huautla),1408,False,False
mazatecchiquihuitlan,,339,mzc,maq,{},17.75,-96.9166666667,North America,,Mazatec (Chiquihuitlán),1903,False,False
totonacmisantla,,429,tot,tlc,{},19.9166666667,-96.9166666667,North America,,Totonac (Misantla),1988,False,False
