ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
pattani,,389,ptt,lae,{},32.75,76.75,Eurasia,,Pattani,1700,False,False
bettakurumba,,149,bkb,xub,{},11.5,76.75,Eurasia,,Betta Kurumba,2606,False,False
brokskat,,182,bkt,bkk,{},35.3333333333,76.5,Eurasia,,Brokskat,1161,False,False
malayalam,,149,mym,mal,{},10.0,76.5,Eurasia,,Malayalam,2285,False,False
gojri,,182,goj,gju,{},32.75,76.25,Eurasia,,Gojri,533,False,False
aynu,,19,ayn,aib,{},39.5,76.0,Eurasia,,Aynu,22,False,False
nenetstundra,,463,ntu,yrk,{},70.0,76.0,Eurasia,,Nenets (Tundra),185,False,False
balti,,389,blt,bft,{},35.0,76.0,Eurasia,,Balti,1586,False,False
purki,,389,prk,prx,{},34.6666666667,76.0,Eurasia,,Purki,1702,False,False
marathi,,182,mhi,mar,{},19.0,76.0,Eurasia,,Marathi,2323,False,False
kashmiri,,182,kas,kas,{},34.0,76.0,Eurasia,,Kashmiri,2346,False,False
kannada,,149,knd,kan,{},14.0,76.0,Eurasia,,Kannada,2527,True,True
shekhawati,,182,skw,swv,{},28.0,75.5,Eurasia,,Shekhawati,1143,False,False
tulu,,149,tul,tcy,{},12.75,75.3333333333,Eurasia,,Tulu,1945,False,False
dogri,,182,dgi,"dgo, xnr",{},33.0,75.0,Eurasia,,Dogri,52,False,False
kirghiz,,19,kgz,kir,{},42.0,75.0,Eurasia,,Kirghiz,2113,False,False
burushaski,,113,bur,bsk,{},36.5,74.5,Eurasia,,Burushaski,2507,True,True
bagri,,182,bgi,bgq,{},29.5833333333,74.3333333333,Eurasia,,Bagri,24,False,False
dumaki,,182,dmk,dmk,{},36.1666666667,74.0,Eurasia,,Dumaki,1390,False,False
konkani,,182,kkn,knn,{},15.25,74.0,Eurasia,,Konkani,1459,False,False
shina,,182,sna,scl,{},36.0,74.0,Eurasia,,Shina,1663,False,False
